Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Ontario","Sudbury","35103","Ian Symington Conservative/Conservateur","Sudbury, Ont.","Physician/Médecin",12747,27.7,,
"Ontario","Sudbury","35103","Colette Andréa Methé People's Party - PPC/Parti populaire - PPC","Sudbury, Ont.","Retired/À la retraite",2735,5.9,,
"Ontario","Sudbury","35103","David Robert Robinson Green Party/Parti Vert","Sudbury, Ont.","Economist/Économiste",940,2,,
"Ontario","Sudbury","35103","J. David Popescu Independent/Indépendant(e)","Sudbury, Ont.","Landlord and Pensioner/Propriétaire-bailleur/à la retraite",111,.2,,
"Ontario","Thornhill","35104","Melissa Lantsman Conservative/Conservateur","Thornhill, Ont.","Consultant/Advisor/Consultante/conseillère",25687,51.3,      7519,  15.0
"Ontario","Thornhill","35104","Gary Gladstone Liberal/Libéral","Thornhill, Ont.","Fundraiser/Collecteur de fonds",18168,36.3,,
"Ontario","Thornhill","35104","Raz Razvi NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Thornhill, Ont.","College Professor/Professeur au collège",3041,6.1,,
"Ontario","Thornhill","35104","Samuel Greenfield People's Party - PPC/Parti populaire - PPC","Markham, Ont.","Pool Technician/Technicien de piscine",2322,4.6,,
"Ontario","Thornhill","35104","Daniella Mikanovsky Green Party/Parti Vert","Thornhill, Ont.","Student/Étudiante",844,1.7,,
"Ontario","Thunder Bay--Rainy River","35105","Marcus Powlowski ** Liberal/Libéral","Thunder Bay, Ont.","Physician/Médecin",13655,34.3,      1984,   5.0
"Ontario","Thunder Bay--Rainy River","35105","Adelina Pecchia Conservative/Conservateur","Thunder Bay, Ont.","Educator/Éducatrice",11671,29.3,,
"Ontario","Thunder Bay--Rainy River","35105","Yuk-Sem Won NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Thunder Bay, Ont.","Teacher/Enseignante",11342,28.5,,
"Ontario","Thunder Bay--Rainy River","35105","Alan Aubut People's Party - PPC/Parti populaire - PPC","Nipigon, Ont.","Consulting Geologist/Géologue consultant",2621,6.6,,
"Ontario","Thunder Bay--Rainy River","35105","Tracey MacKinnon Green Party/Parti Vert","Thunder Bay, Ont.","Poverty Advocate/Défenseure contre la pauvreté",571,1.4,,
"Ontario","Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord","35106","Patty Hajdu ** Liberal/Libéral","Thunder Bay, Ont.","Parliamentarian/Parlementaire",16893,40.7,      5649,  13.6
"Ontario","Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord","35106","Chantelle Bryson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Thunder Bay, Ont.","Lawyer/Avocate",11244,27.1,,
"Ontario","Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord","35106","Joshua Taylor Conservative/Conservateur","Thunder Bay, Ont.","Youth Engagement Facilitator/Facilitateur de l'engagement des jeunes",10035,24.2,,
"Ontario","Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord","35106","Rick Daines People's Party - PPC/Parti populaire - PPC","Greenstone, Ont.","Business Owner/Propriétaire d'entreprise",2465,5.9,,
"Ontario","Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord","35106","Amanda Moddejonge Green Party/Parti Vert","Thunder Bay, Ont.","Student/Étudiante",735,1.8,,
"Ontario","Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord","35106","Alexander Vodden Libertarian/Libertarien","Marathon, Ont.","Mine Foreman/Contremaître de mine",111,.3,,
"Ontario","Timmins--James Bay/Timmins--Baie James","35107","Charlie Angus ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Cobalt, Ont.","Parliamentarian/Parlementaire",12132,35.1,      2739,   7.9
"Ontario","Timmins--James Bay/Timmins--Baie James","35107","Morgan Ellerton Conservative/Conservateur","Timmins, Ont.","Registered Nurse/Infirmier autorisé",9393,27.2,,
"Ontario","Timmins--James Bay/Timmins--Baie James","35107","Steve Black Liberal/Libéral","Timmins, Ont.","Mining Engineer/Ingénieur des mines",8508,24.6,,
"Ontario","Timmins--James Bay/Timmins--Baie James","35107","Stephen MacLeod People's Party - PPC/Parti populaire - PPC","Belle Vallée, Ont.","Commercial Driver/Chauffeur commercial",4537,13.1,,
"Ontario","Toronto Centre/Toronto-Centre","35108","Marci Ien ** Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",23071,50.4,     11162,  24.4
"Ontario","Toronto Centre/Toronto-Centre","35108","Brian Chang NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Research Associate/Associé en recherche",11909,26,,
"Ontario","Toronto Centre/Toronto-Centre","35108","Ryan Lester Conservative/Conservateur","Toronto, Ont.","Campaign Director/Directeur de campagne",5571,12.2,,
"Ontario","Toronto Centre/Toronto-Centre","35108","Annamie Paul Green Party/Parti Vert","Toronto, Ont.","Lawyer/Avocate",3921,8.6,,
"Ontario","Toronto Centre/Toronto-Centre","35108","Syed Jaffery People's Party - PPC/Parti populaire - PPC","Toronto, Ont.","Realtor/Courtier immobilier",1047,2.3,,
"Ontario","Toronto Centre/Toronto-Centre","35108","Ivan Byard Communist/Communiste","Toronto, Ont.","Organizer/Organisateur",181,.4,,
"Ontario","Toronto Centre/Toronto-Centre","35108","Peter Stubbins Animal Protection Party/Parti Protection Animaux","Tiny, Ont.","Registered Physiotherapist/Physiothérapeute agréé",117,.3,,
"Ontario","Toronto--Danforth","35109","Julie Dabrusin ** Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",25214,48.4,      7659,  14.7
"Ontario","Toronto--Danforth","35109","Clare Hacksel NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Executive Director/Directrice générale",17555,33.7,,
"Ontario","Toronto--Danforth","35109","Michael Carey Conservative/Conservateur","Toronto, Ont.","Lawyer/Avocat",6547,12.6,,
"Ontario","Toronto--Danforth","35109","Wayne Simmons People's Party - PPC/Parti populaire - PPC","North York, Ont.","Telemarketer/Télémarketeur",1282,2.5,,
"Ontario","Toronto--Danforth","35109","Maryem Tollar Green Party/Parti Vert","Toronto, Ont.","Teacher/Musician/Enseignante/musicienne",1023,2,,
"Ontario","Toronto--Danforth","35109","Elizabeth Rowley Communist/Communiste","Toronto, Ont.","Leader, Communist Party of Canada/Chef du Parti communiste du Canada",215,.4,,
"Ontario","Toronto--Danforth","35109","Liz White Animal Protection Party/Parti Protection Animaux","Toronto, Ont.","Leader of the Animal Protection Party/Chef du Parti pour la protection des animaux",183,.4,,
"Ontario","Toronto--Danforth","35109","Habiba Desai Independent/Indépendant(e)","Toronto, Ont.","Project Consultant/Consultante de projet",123,.2,,
"Ontario","Toronto--St. Paul's","35090","Carolyn Bennett ** Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",26429,49.2,     12842,  23.9
"Ontario","Toronto--St. Paul's","35090","Stephanie Osadchuk Conservative/Conservateur","Mississauga, Ont.","Yoga Teacher/Professeure de yoga",13587,25.3,,
"Ontario","Toronto--St. Paul's","35090","Sidney Coles NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Manager/Gestionnaire",9036,16.8,,
"Ontario","Toronto--St. Paul's","35090","Phil De Luna Green Party/Parti Vert","Toronto, Ont.","Scientist/Scientifique",3214,6,,
"Ontario","Toronto--St. Paul's","35090","Peter Remedios People's Party - PPC/Parti populaire - PPC","Toronto, Ont.","Policy and Partnership Advisor/Conseiller en politiques et en partenariat",1432,2.7,,
"Ontario","University--Rosedale","35110","Chrystia Freeland ** Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",22451,47.5,     10530,  22.3
"Ontario","University--Rosedale","35110","Nicole Robicheau NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Humanitarian Worker/Secteur humanitaire",11921,25.2,,
"Ontario","University--Rosedale","35110","Steven Taylor Conservative/Conservateur","Odessa, Ont.","Lawyer/Avocat",9473,20.1,,
"Ontario","University--Rosedale","35110","Tim Grant Green Party/Parti Vert","Toronto, Ont.","Retired/À la retraite",1974,4.2,,
"Ontario","University--Rosedale","35110","David Kent People's Party - PPC/Parti populaire - PPC","Toronto, Ont.","Manager/Gestionnaire",1172,2.5,,
"Ontario","University--Rosedale","35110","Drew Garvie Communist/Communiste","Toronto, Ont.","Office Worker/Employé de bureau",244,.5,,
"Ontario","Vaughan--Woodbridge","35111","Francesco Sorbara ** Liberal/Libéral","Vaughan, Ont.","Parliamentarian/Parlementaire",21699,46,      2680,   5.7
"Ontario","Vaughan--Woodbridge","35111","Angela Panacci Conservative/Conservateur","Caledon, Ont.","Community Leader/Leader communautaire",19019,40.3,,
"Ontario","Vaughan--Woodbridge","35111","Peter Michael DeVita NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Richmond Hill, Ont.","Professional Engineer/Ingénieur",3265,6.9,,
"Ontario","Vaughan--Woodbridge","35111","Mario Greco People's Party - PPC/Parti populaire - PPC","Thornhill, Ont.","Teacher/Enseignant",2567,5.4,,
"Ontario","Vaughan--Woodbridge","35111","Muhammad Hassan Khan Green Party/Parti Vert","Vaughan, Ont.","Recent Political Science Graduate/Diplômé récent en sciences politiques",453,1,,
"Ontario","Vaughan--Woodbridge","35111","Luca Mele Independent/Indépendant(e)","Thornhill, Ont.","General Labour/Manœuvre général",159,.3,,
"Ontario","Waterloo","35112","Bardish Chagger ** Liberal/Libéral","Waterloo, Ont.","Parliamentarian/Parlementaire",26926,45.1,     10398,  17.4
"Ontario","Waterloo","35112","Meghan Shannon Conservative/Conservateur","Cambridge, Ont.","Policy Advisor/Conseillère en politiques",16528,27.7,,
"Ontario","Waterloo","35112","Jonathan Cassels NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Waterloo, Ont.","Stay-at-Home Dad/Père au foyer",11360,19,,
"Ontario","Waterloo","35112","Patrick Doucette People's Party - PPC/Parti populaire - PPC","Kitchener, Ont.","Writer/Auteur",2802,4.7,,
"Ontario","Waterloo","35112","Karla Villagomez Fajardo Green Party/Parti Vert","London, Ont.","Student/Étudiante",2038,3.4,,
"Ontario","Wellington--Halton Hills","35113","Michael Chong ** Conservative/Conservateur","Elora, Ont.","Parliamentarian/Parlementaire",35257,52.1,     16873,  24.9
"Ontario","Wellington--Halton Hills","35113","Melanie Lang Liberal/Libéral","Fergus, Ont.","Consultant/Consultante",18384,27.2,,
"Ontario","Wellington--Halton Hills","35113","Noor Jahangir NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Guelph, Ont.","Student/Étudiante",7050,10.4,,
"Ontario","Wellington--Halton Hills","35113","Syl Carle People's Party - PPC/Parti populaire - PPC","Georgetown, Ont.","Property Manager/Gestionnaire immobilier",4359,6.4,,
"Ontario","Wellington--Halton Hills","35113","Ran Zhu Green Party/Parti Vert","Guelph, Ont.","Constituency Coordinator/Coordonnateur de circonscription",2606,3.9,,
"Ontario","Whitby","35114","Ryan Turnbull ** Liberal/Libéral","Whitby, Ont.","Parliamentarian/Parlementaire",27375,44.1,      5104,   8.2
"Ontario","Whitby","35114","Maleeha Shahid Conservative/Conservateur","Whitby, Ont.","Realtor/Courtière en immobilier",22271,35.9,,
"Ontario","Whitby","35114","Brian Dias NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Factory Worker/Ouvrier d'usine",8766,14.1,,
"Ontario","Whitby","35114","Thomas Androvic People's Party - PPC/Parti populaire - PPC","Oshawa, Ont.","Communications Consultant/Consultant en communications",2682,4.3,,
"Ontario","Whitby","35114","Johannes Kotilainen Green Party/Parti Vert","Whitby, Ont.","Motion Picture Technician/Technicien de cinéma",972,1.6,,
"Ontario","Willowdale","35115","Ali Ehsassi ** Liberal/Libéral","North York, Ont.","Parliamentarian/Parlementaire",21043,51.2,      7127,  17.3
"Ontario","Willowdale","35115","Daniel Lee Conservative/Conservateur","North York, Ont.","Pharmacist/Pharmacien",13916,33.9,,
"Ontario","Willowdale","35115","Hal Berman NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Palliative Care Physician/Médecin en soins palliatifs",4231,10.3,,
"Ontario","Willowdale","35115","Al Wahab People's Party - PPC/Parti populaire - PPC","Toronto, Ont.","Life Coach and Dance Instructor/Coach de vie et professeur de danse",1102,2.7,,
"Ontario","Willowdale","35115","Anna Gorka Green Party/Parti Vert","Toronto, Ont.","Architect/Architecte",812,2,,
"Ontario","Windsor West/Windsor-Ouest","35117","Brian Masse ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Windsor, Ont.","Parliamentarian/Parlementaire",21541,44.2,      8017,  16.5
"Ontario","Windsor West/Windsor-Ouest","35117","Sandra Pupatello Liberal/Libéral","Windsor, Ont.","Management Consultant/Conseillère en gestion",13524,27.8,,
"Ontario","Windsor West/Windsor-Ouest","35117","Anthony Orlando Conservative/Conservateur","Windsor, Ont.","Business Manager/Directeur des opérations",9415,19.3,,
"Ontario","Windsor West/Windsor-Ouest","35117","Matthew Giancola People's Party - PPC/Parti populaire - PPC","Windsor, Ont.","Digital Design Technician/Technicien en conception numérique",4060,8.3,,
"Ontario","Windsor West/Windsor-Ouest","35117","Margaret Villamizar Marxist-Leninist/Marxiste-Léniniste","Windsor, Ont.","Language Assessor/Évaluatrice linguistique",153,.3,,
"Ontario","Windsor--Tecumseh","35116","Irek Kusmierczyk ** Liberal/Libéral","Windsor, Ont.","Parliamentarian/Parlementaire",18134,31.8,       669,   1.2
"Ontario","Windsor--Tecumseh","35116","Cheryl Hardcastle NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Tecumseh, Ont.","Journalist/Journaliste",17465,30.7,,
"Ontario","Windsor--Tecumseh","35116","Kathy Borrelli Conservative/Conservateur","Windsor, Ont.","Social Services Coordinator/Coordonnatrice des services sociaux",14605,25.6,,
"Ontario","Windsor--Tecumseh","35116","Victor Green People's Party - PPC/Parti populaire - PPC","Tecumseh, Ont.","Licensed Financial Advisor/Conseiller financier agréé",5927,10.4,,
"Ontario","Windsor--Tecumseh","35116","Henry Oulevey Green Party/Parti Vert","Windsor, Ont.","Electrical Engineer/Ingénieur électricien",682,1.2,,
"Ontario","Windsor--Tecumseh","35116","Laura Chesnik Marxist-Leninist/Marxiste-Léniniste","Windsor, Ont.","Teacher/Enseignante",164,.3,,
"Ontario","York Centre/York-Centre","35118","Ya'ara Saks ** Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",17430,47.3,      3481,   9.4
"Ontario","York Centre/York-Centre","35118","Joel Yakov Etienne Conservative/Conservateur","Thornhill, Ont.","Lawyer/Avocat",13949,37.8,,
"Ontario","York Centre/York-Centre","35118","Kemal Ahmed NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Software Engineer/Ingénieur en logiciels",3753,10.2,,
"Ontario","York Centre/York-Centre","35118","Nixon Nguyen People's Party - PPC/Parti populaire - PPC","North York, Ont.","IT Recruiter/Recruteur en technologie de l'information",1726,4.7,,
"Ontario","York South--Weston/York-Sud--Weston","35120","Ahmed Hussen ** Liberal/Libéral","Vaughan, Ont.","Parliamentarian/Parlementaire",21644,56.1,     13861,  35.9
"Ontario","York South--Weston/York-Sud--Weston","35120","Sajanth Mohan Conservative/Conservateur","Ajax, Ont.","Pastor/Pasteur",7783,20.2,,
"Ontario","York South--Weston/York-Sud--Weston","35120","Hawa Mire NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Consultant/Consultante",6517,16.9,,
"Ontario","York South--Weston/York-Sud--Weston","35120","Sitara Chiu People's Party - PPC/Parti populaire - PPC","Toronto, Ont.","Engineer/Ingénieur",1754,4.5,,
"Ontario","York South--Weston/York-Sud--Weston","35120","Nicki Ward Green Party/Parti Vert","Toronto, Ont.","Self-Employed/Travailleuse indépendante",872,2.3,,
"Ontario","York--Simcoe","35119","Scot Davidson ** Conservative/Conservateur","Pefferlaw, Ont.","Parliamentarian/Parlementaire",24900,50,     10431,  20.9
"Ontario","York--Simcoe","35119","Daniella Johnson Liberal/Libéral","Guelph, Ont.","Management Consultant/Conseillère en gestion",14469,29,,
"Ontario","York--Simcoe","35119","Benjamin Jenkins NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Barrie, Ont.","Graduate Student/Étudiant diplômé",6800,13.6,,
"Ontario","York--Simcoe","35119","Michael Lotter People's Party - PPC/Parti populaire - PPC","Bradford, Ont.","Student/Étudiant",3662,7.3,,
"Manitoba","Brandon--Souris","46001","Larry Maguire ** Conservative/Conservateur","Brandon, Man.","Parliamentarian/Parlementaire",22733,59.6,     14895,  39.0
"Manitoba","Brandon--Souris","46001","Whitney Hodgins NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Brandon, Man.","Security Professional/Professionnelle de la sécurité",7838,20.5,,
"Manitoba","Brandon--Souris","46001","Linda Branconnier Liberal/Libéral","Winnipeg, Man.","Insurance Agent/Agente d'assurance",4608,12.1,,
"Manitoba","Brandon--Souris","46001","Tylor Baer People's Party - PPC/Parti populaire - PPC","Brandon, Man.","Charity Fundraiser/Collecteur de fonds pour les charités",2981,7.8,,
"Manitoba","Charleswood--St. James--Assiniboia--Headingley","46002","Marty Morantz ** Conservative/Conservateur","Winnipeg, Man.","Parliamentarian/Parlementaire",18111,40,       460,   1.0
"Manitoba","Charleswood--St. James--Assiniboia--Headingley","46002","Doug Eyolfson Liberal/Libéral","Winnipeg, Man.","Physician/Médecin",17651,39,,
"Manitoba","Charleswood--St. James--Assiniboia--Headingley","46002","Madelaine Dwyer NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Winnipeg, Man.","Labourer/Manœuvre",6974,15.4,,
"Manitoba","Charleswood--St. James--Assiniboia--Headingley","46002","Angela Van Hussen People's Party - PPC/Parti populaire - PPC","Teulon, Man.","Independent Business Owner/Propriétaire d'une entreprise indépendante",1594,3.5,,
"Manitoba","Charleswood--St. James--Assiniboia--Headingley","46002","Vanessa Parks Green Party/Parti Vert","Winnipeg, Man.","Registered Nurse/Infirmière autorisée",947,2.1,,
"Manitoba","Churchill--Keewatinook Aski","46003","Niki Ashton ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Thompson, Man.","Parliamentarian/Parlementaire",7632,42.6,      3118,  17.4
"Manitoba","Churchill--Keewatinook Aski","46003","Shirley Robinson Liberal/Libéral","Cross Lake, Man.","First Nation Band Councillor/Conseillère de bande des Premières Nations",4514,25.2,,
