Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Quebec/Québec","Dorval--Lachine--LaSalle","24024","Anju Dhillon ** Liberal/Libéral","LaSalle, Que./ Qc","Parliamentarian/Parlementaire",25233,52.4,     17691,  36.7
"Quebec/Québec","Dorval--Lachine--LaSalle","24024","Cloé Rose Jenneau Bloc Québécois/Bloc Québécois","Saint-Jean-sur-Richelieu, Que./ Qc","Student/Étudiante",7542,15.7,,
"Quebec/Québec","Dorval--Lachine--LaSalle","24024","Fabiola Ngamaleu Teumeni NDP-New Democratic Party/NPD-Nouveau Parti démocratique","LaSalle, Que./ Qc","Student/Étudiante",6241,13,,
"Quebec/Québec","Dorval--Lachine--LaSalle","24024","Jude Bazelais Conservative/Conservateur","Vaudreuil-Dorion, Que./ Qc","Manager/Gestionnaire",5754,12,,
"Quebec/Québec","Dorval--Lachine--LaSalle","24024","Michael Patterson People's Party - PPC/Parti populaire - PPC","Montréal, Que./ Qc","Communications Professional/Professionnel en communications ",2020,4.2,,
"Quebec/Québec","Dorval--Lachine--LaSalle","24024","Laura Mariani Green Party/Parti Vert","Dorval, Que./ Qc","Engineer/Ingénieure",1351,2.8,,
"Quebec/Québec","Drummond","24025","Martin Champoux ** Bloc Québécois/Bloc Québécois","Sainte-Julie, Que./ Qc","Parliamentarian/Parlementaire",23866,46.6,     14252,  27.8
"Quebec/Québec","Drummond","24025","Mustapha Berri Liberal/Libéral","Lac-Beauport, Que./ Qc","Businessman/Homme d'affaires",9614,18.8,,
"Quebec/Québec","Drummond","24025","Nathalie Clermont Conservative/Conservateur","Brossard, Que./ Qc","Dentist/Dentiste",9179,17.9,,
"Quebec/Québec","Drummond","24025","François Choquette NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Drummondville, Que./ Qc","Teacher/Enseignant",5709,11.2,,
"Quebec/Québec","Drummond","24025","Josée Joyal Free Party Canada/Parti Libre Canada","Saint-Edmond-de-Grantham, Que./ Qc","Retired/À la retraite",1728,3.4,,
"Quebec/Québec","Drummond","24025","Lucas Munger Animal Protection Party/Parti Protection Animaux","Drummondville, Que./ Qc","Regional Operations Manager/Directeur des opérations régionales",674,1.3,,
"Quebec/Québec","Drummond","24025","Sylvain Marcoux No Affiliation/Aucune appartenance","Drummondville, Que./ Qc","Welder/Forklift Operator/Soudeur/cariste",419,.8,,
"Quebec/Québec","Gaspésie--Les Îles-de-la-Madeleine","24026","Diane Lebouthillier ** Liberal/Libéral","Sainte-Thérèse-de-Gaspé, Que./ Qc","Parliamentarian/Parlementaire",17099,46.4,      2618,   7.1
"Quebec/Québec","Gaspésie--Les Îles-de-la-Madeleine","24026","Guy Bernatchez Bloc Québécois/Bloc Québécois","Saint-Maxime-du-Mont-Louis, Que./ Qc","Forestry Foreman/Contremaître forestier",14481,39.3,,
"Quebec/Québec","Gaspésie--Les Îles-de-la-Madeleine","24026","Jean-Pierre Pigeon Conservative/Conservateur","Sainte-Anne-des-Monts, Que./ Qc","Financial Advisor/Conseiller financier",3010,8.2,,
"Quebec/Québec","Gaspésie--Les Îles-de-la-Madeleine","24026","Lisa Phung NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Anjou, Que./ Qc","Student/Étudiante",1358,3.7,,
"Quebec/Québec","Gaspésie--Les Îles-de-la-Madeleine","24026","Christian Rioux People's Party - PPC/Parti populaire - PPC","Gaspé, Que./ Qc","IT Technician/Technicien informatique",621,1.7,,
"Quebec/Québec","Gaspésie--Les Îles-de-la-Madeleine","24026","Monique Leduc Free Party Canada/Parti Libre Canada","Chandler, Que./ Qc","Secretary/Secrétaire",289,.8,,
"Quebec/Québec","Gatineau","24027","Steven MacKinnon ** Liberal/Libéral","Gatineau, Que./ Qc","Parliamentarian/Parlementaire",26267,50,     13989,  26.6
"Quebec/Québec","Gatineau","24027","Geneviève Nadeau Bloc Québécois/Bloc Québécois","Val-des-Monts, Que./ Qc","Caucus Coordinator, Bloc Québécois/Coordonnatrice du caucus du Bloc Québécois",12278,23.4,,
"Quebec/Québec","Gatineau","24027","Joel E. Bernard Conservative/Conservateur","Gatineau, Que./ Qc","Parliamentary Assistant/Adjoint parlementaire",5752,11,,
"Quebec/Québec","Gatineau","24027","Fernanda Rengel NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./ Qc","Commucations Assistant/Assistante aux communications",4508,8.6,,
"Quebec/Québec","Gatineau","24027","Mathieu Saint-Jean People's Party - PPC/Parti populaire - PPC","Gatineau, Que./ Qc","Postmaster/Maître de poste",2264,4.3,,
"Quebec/Québec","Gatineau","24027","Rachid Jemmah Green Party/Parti Vert","Gatineau, Que./ Qc","Student/Étudiant",783,1.5,,
"Quebec/Québec","Gatineau","24027","Luc Lavoie Free Party Canada/Parti Libre Canada","Maniwaki, Que./ Qc","Retired/À la retraite",411,.8,,
"Quebec/Québec","Gatineau","24027","Sébastien Grenier Parti Rhinocéros Party/Parti Rhinocéros Party","Gatineau, Que./ Qc","Delicatessen Manager/Gérant de charcuterie",178,.3,,
"Quebec/Québec","Gatineau","24027","Pierre Soublière Marxist-Leninist/Marxiste-Léniniste","Gatineau, Que./ Qc","Retired Teacher/Enseignant à la retraite",56,.1,,
"Quebec/Québec","Hochelaga","24028","Soraya Martinez Ferrada ** Liberal/Libéral","Québec, Que./ Qc","Parliamentarian/Parlementaire",18197,38.1,      3108,   6.5
"Quebec/Québec","Hochelaga","24028","Simon Marchand Bloc Québécois/Bloc Québécois","Montréal, Que./ Qc","Fraud Prevention Manager/Chef de prévention de la fraude",15089,31.6,,
"Quebec/Québec","Hochelaga","24028","Catheryn Roy-Goyette NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./ Qc","Union Advisor/Conseillère syndicale",9723,20.4,,
"Quebec/Québec","Hochelaga","24028","Aime Calle Cabrera Conservative/Conservateur","Terrebonne, Que./ Qc","Bank Advisor/Conseillère bancaire",2221,4.7,,
"Quebec/Québec","Hochelaga","24028","Marc-André Doucet-Beauchamp People's Party - PPC/Parti populaire - PPC","Montréal, Que./ Qc","Excavator Operator/Opérateur de pelle mécanique",1081,2.3,,
"Quebec/Québec","Hochelaga","24028","Zachary Lavarenne Green Party/Parti Vert","Montréal, Que./ Qc","Student/Étudiant",965,2,,
"Quebec/Québec","Hochelaga","24028","Alan Smithee Parti Rhinocéros Party/Parti Rhinocéros Party","Montréal, Que./ Qc","Clown/Clown",238,.5,,
"Quebec/Québec","Hochelaga","24028","Michelle Paquette Communist/Communiste","Montréal, Que./ Qc","Union Coordinator/Coordonnatrice syndicale",108,.2,,
"Quebec/Québec","Hochelaga","24028","Christine Dandenault Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./ Qc","Administrative Assistant/Adjointe administrative",84,.2,,
"Quebec/Québec","Honoré-Mercier","24029","Pablo Rodriguez ** Liberal/Libéral","Montréal, Que./ Qc","Parliamentarian/Parlementaire",29033,60,     21125,  43.6
"Quebec/Québec","Honoré-Mercier","24029","Charlotte Lévesque-Marin Bloc Québécois/Bloc Québécois","Montréal, Que./ Qc","Student/Étudiante",7908,16.3,,
"Quebec/Québec","Honoré-Mercier","24029","Guy Croteau Conservative/Conservateur","Montréal, Que./ Qc","CPA-CA/CPA-CA",5086,10.5,,
"Quebec/Québec","Honoré-Mercier","24029","Paulina Ayala NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./ Qc","Secondary School Teacher/Enseignante au secondaire",3537,7.3,,
"Quebec/Québec","Honoré-Mercier","24029","Lucilia Miranda People's Party - PPC/Parti populaire - PPC","Brossard, Que./ Qc","Special Education Teacher/Éducatrice spécialisée",2023,4.2,,
"Quebec/Québec","Honoré-Mercier","24029","Bianca Deltorto-Russell Green Party/Parti Vert","Montréal, Que./ Qc","Accountant/Comptable",734,1.5,,
"Quebec/Québec","Honoré-Mercier","24029","Yves Le Seigle Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./ Qc","Housekeeper/Préposé à l'entretien ménager",88,.2,,
"Quebec/Québec","Hull--Aylmer","24030","Greg Fergus ** Liberal/Libéral","Gatineau, Que./ Qc","Parliamentarian/Parlementaire",26892,52.5,     18569,  36.2
"Quebec/Québec","Hull--Aylmer","24030","Simon Provost Bloc Québécois/Bloc Québécois","Gatineau, Que./ Qc","Student/Étudiant",8323,16.2,,
"Quebec/Québec","Hull--Aylmer","24030","Samuel Gendron NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./ Qc","Project Manager/Chargé de projet",6483,12.7,,
"Quebec/Québec","Hull--Aylmer","24030","Sandrine Perion Conservative/Conservateur","Gatineau, Que./ Qc","Business Manager/Gérante d'entreprise",5507,10.7,,
"Quebec/Québec","Hull--Aylmer","24030","Eric Fleury People's Party - PPC/Parti populaire - PPC","Gatineau, Que./ Qc","Retired/À la retraite",1864,3.6,,
"Quebec/Québec","Hull--Aylmer","24030","Simon Gnocchini-Messier Green Party/Parti Vert","Gatineau, Que./ Qc","Professor/Professeur",1459,2.8,,
"Quebec/Québec","Hull--Aylmer","24030","Josée Lafleur Free Party Canada/Parti Libre Canada","Val-des-Monts, Que./ Qc","Entrepreneur/Entrepreneure",375,.7,,
"Quebec/Québec","Hull--Aylmer","24030","Mike LeBlanc Parti Rhinocéros Party/Parti Rhinocéros Party","Gatineau, Que./ Qc","IT Professional/Professionnel de la technologie de l'information",203,.4,,
"Quebec/Québec","Hull--Aylmer","24030","Catherine Dickins Independent/Indépendant(e)","Gatineau, Que./ Qc","Accounting/Comptabilité",143,.3,,
"Quebec/Québec","Joliette","24031","Gabriel Ste-Marie ** Bloc Québécois/Bloc Québécois","Joliette, Que./ Qc","Teacher/Enseignant",30913,55,     18182,  32.4
"Quebec/Québec","Joliette","24031","Michel Bourgeois Liberal/Libéral","Joliette, Que./ Qc","Businessman/Homme d'affaires",12731,22.7,,
"Quebec/Québec","Joliette","24031","Roger Materne Conservative/Conservateur","Sainte-Mélanie, Que./ Qc","Supervisor/Superviseur",5314,9.5,,
"Quebec/Québec","Joliette","24031","Alexis Beaudet NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Victoriaville, Que./ Qc","Communications and Cultural Advisor/Conseiller en communications et culture",3100,5.5,,
"Quebec/Québec","Joliette","24031","Maxime Leclerc People's Party - PPC/Parti populaire - PPC","Cookshire-Eaton, Que./ Qc","Sales Representative/Représentant commercial",1771,3.2,,
"Quebec/Québec","Joliette","24031","Érica Poirier Green Party/Parti Vert","Crabtree, Que./ Qc","Computer Technician/Technicienne informatique",1126,2,,
"Quebec/Québec","Joliette","24031","Manon Coutu Free Party Canada/Parti Libre Canada","Joliette, Que./ Qc","Financial Planner/Planificatrice financière",992,1.8,,
"Quebec/Québec","Joliette","24031","Yanick Théoret Marijuana Party/Parti Marijuana","Shawinigan, Que./ Qc","Day Labourer/Journalier",251,.4,,
"Quebec/Québec","Jonquière","24032","Mario Simard ** Bloc Québécois/Bloc Québécois","Jonquière, Que./ Qc","Teacher/Enseignant",19036,41.9,      5813,  12.8
"Quebec/Québec","Jonquière","24032","Louise Gravel Conservative/Conservateur","Saint-David-de-Falardeau, Que./ Qc","Entrepreneur/Entrepreneure",13223,29.1,,
"Quebec/Québec","Jonquière","24032","Stéphane Bégin Liberal/Libéral","Chicoutimi, Que./ Qc","Advisor, Mayor's Office/Conseiller au cabinet de la mairesse",9546,21,,
"Quebec/Québec","Jonquière","24032","Marieve Ruel NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Jonquière, Que./ Qc","Administrative Agent/Agente administrative",2559,5.6,,
"Quebec/Québec","Jonquière","24032","Marie-Josée Yelle Green Party/Parti Vert","Borden, Ont.","Teacher/Enseignante",738,1.6,,
"Quebec/Québec","Jonquière","24032","Line Bélanger Parti Rhinocéros Party/Parti Rhinocéros Party","Jonquière, Que./ Qc","Student/Étudiante",372,.8,,
"Quebec/Québec","La Pointe-de-l'Île","24033","Mario Beaulieu ** Bloc Québécois/Bloc Québécois","Pointe-aux-Trembles, Que./ Qc","Educator/Éducateur",23835,46.7,      7327,  14.3
"Quebec/Québec","La Pointe-de-l'Île","24033","Jonas Fadeu Liberal/Libéral","Saint-Léonard, Que./ Qc","Manager/Gestionnaire",16508,32.3,,
"Quebec/Québec","La Pointe-de-l'Île","24033","Alexandre Vallerand NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./ Qc","Freelancer/Pigiste",4954,9.7,,
"Quebec/Québec","La Pointe-de-l'Île","24033","Massimo Anania Conservative/Conservateur","Montréal, Que./ Qc","Manager/Gérant",3427,6.7,,
"Quebec/Québec","La Pointe-de-l'Île","24033","Jonathan Desclin People's Party - PPC/Parti populaire - PPC","Montréal, Que./ Qc","Correctional Service Officer/Agent des services correctionnels",1399,2.7,,
"Quebec/Québec","La Pointe-de-l'Île","24033","Agnès Falquet Free Party Canada/Parti Libre Canada","Pointe-aux-Trembles, Que./ Qc","Massage Therapist/Massothérapeute",577,1.1,,
"Quebec/Québec","La Pointe-de-l'Île","24033","Charles Phillippe Gervais Pour l'Indépendance du Québec/Pour l'Indépendance du Québec","Dollard-Des Ormeaux, Que./ Qc","Maintenance/Entretien",221,.4,,
"Quebec/Québec","La Pointe-de-l'Île","24033","Genevieve Royer Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./ Qc","Teacher/Enseignante",159,.3,,
"Quebec/Québec","La Prairie","24034","Alain Therrien ** Bloc Québécois/Bloc Québécois","Saint-Constant, Que./ Qc","Teacher/Enseignant",25862,43.7,      5392,   9.1
"Quebec/Québec","La Prairie","24034","Caroline Desrochers Liberal/Libéral","Chelsea, Que./ Qc","Public Servant/Fonctionnaire",20470,34.6,,
"Quebec/Québec","La Prairie","24034","Lise des Greniers Conservative/Conservateur","Brossard, Que./ Qc","Artist/Artiste-peintre",5878,9.9,,
"Quebec/Québec","La Prairie","24034","Victoria Hernandez NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Sainte-Catherine, Que./ Qc","Lawyer/Avocate",4317,7.3,,
"Quebec/Québec","La Prairie","24034","Ruth Fontaine People's Party - PPC/Parti populaire - PPC","La Prairie, Que./ Qc","Representative/Représentante",1532,2.6,,
"Quebec/Québec","La Prairie","24034","Barbara Joannette Green Party/Parti Vert","La Prairie, Que./ Qc","Municipal Employee/Employée municipale",983,1.7,,
"Quebec/Québec","La Prairie","24034","Normand Chouinard Marxist-Leninist/Marxiste-Léniniste","Saint-Philippe, Que./ Qc","Truck Driver/Camionneur",98,.2,,
"Quebec/Québec","Lac-Saint-Jean","24035","Alexis Brunelle-Duceppe ** Bloc Québécois/Bloc Québécois","Alma, Que./ Qc","Parliamentarian/Parlementaire",25466,50.7,     12567,  25.0
"Quebec/Québec","Lac-Saint-Jean","24035","Serge Bergeron Conservative/Conservateur","Roberval, Que./ Qc","Retired/À la retraite",12899,25.7,,
"Quebec/Québec","Lac-Saint-Jean","24035","Marjolaine Étienne Liberal/Libéral","Québec, Que./ Qc","General Manager/Directrice générale",9371,18.7,,
"Quebec/Québec","Lac-Saint-Jean","24035","Mathieu Chambers NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Alma, Que./ Qc","IT Consultant/Consultant informatique",1637,3.3,,
"Quebec/Québec","Lac-Saint-Jean","24035","Annie Thibault Green Party/Parti Vert","Mont-Tremblant, Que./ Qc","Project Manager/Chargée de projet",824,1.6,,
"Quebec/Québec","Lac-Saint-Louis","24036","Francis Scarpaleggia ** Liberal/Libéral","Sainte-Anne-de-Bellevue, Que./ Qc","Parliamentarian/Parlementaire",32477,56.3,     21566,  37.4
"Quebec/Québec","Lac-Saint-Louis","24036","Ann Francis Conservative/Conservateur","Senneville, Que./ Qc","Financial Advisor/Conseillère financière",10911,18.9,,
"Quebec/Québec","Lac-Saint-Louis","24036","Jonathan Gray NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Dollard-Des Ormeaux, Que./ Qc","Teacher/Enseignant",7679,13.3,,
"Quebec/Québec","Lac-Saint-Louis","24036","Rémi Lebeuf Bloc Québécois/Bloc Québécois","Sainte-Julienne, Que./ Qc","Student/Étudiant",3078,5.3,,
"Quebec/Québec","Lac-Saint-Louis","24036","Milan Kona-Mancini Green Party/Parti Vert","Beaconsfield, Que./ Qc","Environmental Educator/Éducateur en environnement",1868,3.2,,
"Quebec/Québec","Lac-Saint-Louis","24036","Afia Lassy People's Party - PPC/Parti populaire - PPC","Pierrefonds, Que./ Qc","Analyst/Analyste",1712,3,,
"Quebec/Québec","LaSalle--Émard--Verdun","24037","David Lametti ** Liberal/Libéral","Montréal, Que./ Qc","Lawyer/Avocat",20330,42.9,      9869,  20.8
"Quebec/Québec","LaSalle--Émard--Verdun","24037","Raphaël Guérard Bloc Québécois/Bloc Québécois","Montréal, Que./ Qc","Economics Student/Étudiant en science économique",10461,22.1,,
"Quebec/Québec","LaSalle--Émard--Verdun","24037","Jason De Lierre NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Verdun, Que./ Qc","Web Developer/Développeur web",9168,19.4,,
"Quebec/Québec","LaSalle--Émard--Verdun","24037","Janina Moran Conservative/Conservateur","Laval, Que./ Qc","Educator/Immigration Project Leader/Éducatrice/chef de projet en immigration",3530,7.5,,
"Quebec/Québec","LaSalle--Émard--Verdun","24037","Michel Walsh People's Party - PPC/Parti populaire - PPC","LaSalle, Que./ Qc","Civil Engineer/Ingénieur civil",1600,3.4,,
"Quebec/Québec","LaSalle--Émard--Verdun","24037","Sarah Carter Green Party/Parti Vert","Verdun, Que./ Qc","Student/Étudiante",1439,3,,
"Quebec/Québec","LaSalle--Émard--Verdun","24037","Pascal Antonin Free Party Canada/Parti Libre Canada","Rivière-Rouge, Que./ Qc","Massage Therapist/Massothérapeute",636,1.3,,
"Quebec/Québec","LaSalle--Émard--Verdun","24037","JP Fortin Communist/Communiste","Montréal, Que./ Qc","Letter Carrier/Facteur",196,.4,,
"Quebec/Québec","Laurentides--Labelle","24038","Marie-Hélène Gaudreau ** Bloc Québécois/Bloc Québécois","Lac-des-Écorces, Que./ Qc","Parliamentarian/Parlementaire",32133,50.1,     16167,  25.2
"Quebec/Québec","Laurentides--Labelle","24038","Antoine Menassa Liberal/Libéral","Laval, Que./ Qc","President, JAC Construction/Président, JAC construction",15966,24.9,,
"Quebec/Québec","Laurentides--Labelle","24038","Kathy Laframboise Conservative/Conservateur","Montréal, Que./ Qc","Economist/Économiste",6770,10.6,,
"Quebec/Québec","Laurentides--Labelle","24038","Eric-Abel Baland NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Morin-Heights, Que./ Qc","OBNL Cultural Management Instructor/Formateur OBNL/gestion culturelle",3907,6.1,,
"Quebec/Québec","Laurentides--Labelle","24038","Richard Evanko People's Party - PPC/Parti populaire - PPC","Sainte-Adèle, Que./ Qc","STM Maintenance Worker/Préposé à l'entretien, STM",2432,3.8,,
"Quebec/Québec","Laurentides--Labelle","24038","Michel Le Comte Green Party/Parti Vert","Sainte-Anne-des-Lacs, Que./ Qc","Naturopath/Naturopathe",1570,2.4,,
"Quebec/Québec","Laurentides--Labelle","24038","Michel Leclerc Free Party Canada/Parti Libre Canada","Saint-Sauveur, Que./ Qc","Retired/À la retraite",1165,1.8,,
"Quebec/Québec","Laurentides--Labelle","24038","Jean-Noël Sorel Independent/Indépendant(e)","Ferme-Neuve, Que./ Qc","Retired/À la retraite",180,.3,,
"Quebec/Québec","Laurier--Sainte-Marie","24039","Steven Guilbeault ** Liberal/Libéral","Montréal, Que./ Qc","Parliamentarian/Parlementaire",16961,38,      2281,   5.1
"Quebec/Québec","Laurier--Sainte-Marie","24039","Nimâ Machouf NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./ Qc","Epidemiologist/Épidémiologiste",14680,32.9,,
"Quebec/Québec","Laurier--Sainte-Marie","24039","Marie-Eve-Lyne Michel Bloc Québécois/Bloc Québécois","Saint-Jérôme, Que./ Qc","Deputy Chief of Staff/Directrice de cabinet adjointe",9114,20.4,,
"Quebec/Québec","Laurier--Sainte-Marie","24039","Ronan Reich Conservative/Conservateur","Montréal, Que./ Qc","Student/Étudiant",1500,3.4,,
"Quebec/Québec","Laurier--Sainte-Marie","24039","Jean-Michel Lavarenne Green Party/Parti Vert","Montréal, Que./ Qc","Entrepreneur/Entrepreneur",992,2.2,,
"Quebec/Québec","Laurier--Sainte-Marie","24039","Daniel Tanguay People's Party - PPC/Parti populaire - PPC","Montréal, Que./ Qc","Director of Operations/Directeur des opérations",758,1.7,,
"Quebec/Québec","Laurier--Sainte-Marie","24039","Julie Morin Free Party Canada/Parti Libre Canada","Montréal, Que./ Qc","Psychology Writer and Therapist/Auteure en psychologie et thérapeute",233,.5,,
"Quebec/Québec","Laurier--Sainte-Marie","24039","Kimberly Lamontagne Animal Protection Party/Parti Protection Animaux","Montréal, Que./ Qc","Office Experience Coordinator/Coordonnatrice de l'expérience de bureau",199,.4,,
"Quebec/Québec","Laurier--Sainte-Marie","24039","Adrien Welsh Communist/Communiste","Montréal, Que./ Qc","Journalist/Journaliste",95,.2,,
"Quebec/Québec","Laurier--Sainte-Marie","24039","Cyril Julien Independent/Indépendant(e)","Montréal, Que./ Qc","Programmer Analyst/Programmeur-analyste",74,.2,,
"Quebec/Québec","Laurier--Sainte-Marie","24039","Serge Lachapelle Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./ Qc","Journalist/Journaliste",70,.2,,
"Quebec/Québec","Laval--Les Îles","24040","Fayçal El-Khoury ** Liberal/Libéral","Laval, Que./ Qc","Parliamentarian/Parlementaire",24758,48.9,     15102,  29.8
"Quebec/Québec","Laval--Les Îles","24040","Guillaume Jolivet Bloc Québécois/Bloc Québécois","Montréal, Que./ Qc","Financial Advisor/Conseiller financier",9656,19.1,,
"Quebec/Québec","Laval--Les Îles","24040","Spyridonas Pettas Conservative/Conservateur","Saint-Jérôme, Que./ Qc","Businessman/Homme d'affaires",8963,17.7,,
"Quebec/Québec","Laval--Les Îles","24040","Rowan Woodmass NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./ Qc","Design Lead/Web Designer/Responsable de la conception de sites Web",3889,7.7,,
"Quebec/Québec","Laval--Les Îles","24040","Matthieu Couture People's Party - PPC/Parti populaire - PPC","Laval, Que./ Qc","Osteopath/Ostéopathe",2571,5.1,,
"Quebec/Québec","Laval--Les Îles","24040","Ahmed Taleb Green Party/Parti Vert","Laval, Que./ Qc","Business Development Consultant/Conseiller en développement des affaires",760,1.5,,
"Quebec/Québec","Lévis--Lotbinière","24042","Jacques Gourde ** Conservative/Conservateur","Saint-Narcisse-de-Beaurivage, Que./ Qc","Parliamentarian/Parlementaire",32731,51.6,     18991,  30.0
"Quebec/Québec","Lévis--Lotbinière","24042","Samuel Lamarche Bloc Québécois/Bloc Québécois","Lévis, Que./ Qc","Sales Advisor/Conseiller aux ventes",13740,21.7,,
"Quebec/Québec","Lévis--Lotbinière","24042","Ghislain Daigle Liberal/Libéral","Saint-Antoine-de-Tilly, Que./ Qc","Master Engineer/Maître ingénieur",9286,14.6,,
"Quebec/Québec","Lévis--Lotbinière","24042","Guylaine Dumont NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Antoine-de-Tilly, Que./ Qc","Therapist/Speaker/Thérapeute/conférencière",4497,7.1,,
"Quebec/Québec","Lévis--Lotbinière","24042","Benoit Simard People's Party - PPC/Parti populaire - PPC","Québec, Que./ Qc","Personal Support Worker/Préposé aux bénéficiaires",1661,2.6,,
"Quebec/Québec","Lévis--Lotbinière","24042","Charles-Eugène Bergeron Green Party/Parti Vert","Leclercville, Que./ Qc","Horticultural Consultant/Consultant en horticulture",856,1.4,,
"Quebec/Québec","Lévis--Lotbinière","24042","Mariève Lemay Free Party Canada/Parti Libre Canada","Leclercville, Que./ Qc","Stay-at-Home Mom/Mère au foyer",541,.9,,
"Quebec/Québec","Lévis--Lotbinière","24042","Carl Brochu Parti Patriote/Parti Patriote","Chambly, Que./ Qc","Tinsmith, Carpenter/Ferblantier, menuisier",95,.1,,
"Quebec/Québec","Longueuil--Charles-LeMoyne","24041","Sherry Romanado ** Liberal/Libéral","Greenfield Park, Que./ Qc","Parliamentarian/Parlementaire",19400,40.4,      2474,   5.2
"Quebec/Québec","Longueuil--Charles-LeMoyne","24041","Nathalie Boisclair Bloc Québécois/Bloc Québécois","Longueuil, Que./ Qc","City Councillor/Conseillère municipale",16926,35.3,,
"Quebec/Québec","Longueuil--Charles-LeMoyne","24041","Kalden Dhatsenpa NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Longueuil, Que./ Qc","Writer/Auteur",4957,10.3,,
"Quebec/Québec","Longueuil--Charles-LeMoyne","24041","Isabelle Lalonde Conservative/Conservateur","Saint-Cyprien-de-Napierville, Que./ Qc","Manager/Gestionnaire",3986,8.3,,
"Quebec/Québec","Longueuil--Charles-LeMoyne","24041","Tiny Olinga People's Party - PPC/Parti populaire - PPC","Longueuil, Que./ Qc","Business Executive/Chef d'entreprise",1409,2.9,,
"Quebec/Québec","Longueuil--Charles-LeMoyne","24041","Nancy Cardin Green Party/Parti Vert","Richmond, Ont.","Executive Assistant/Adjointe de direction",1170,2.4,,
"Quebec/Québec","Longueuil--Charles-LeMoyne","24041","Pierre Chénier Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./ Qc","Printer/Imprimeur",122,.3,,
"Quebec/Québec","Longueuil--Saint-Hubert","24043","Denis Trudel ** Bloc Québécois/Bloc Québécois","Longueuil, Que./ Qc","Comedian/Comédien",23579,41.2,      1649,   2.9
"Quebec/Québec","Longueuil--Saint-Hubert","24043","Florence Gagnon Liberal/Libéral","Longueuil, Que./ Qc","Consultant (Self-Employed)/Consultante indépendante",21930,38.3,,
"Quebec/Québec","Longueuil--Saint-Hubert","24043","Mildred Murray NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Cumberland, B.C./ C.-B.","Student/Étudiante",4553,8,,
"Quebec/Québec","Longueuil--Saint-Hubert","24043","Boukare Tall Conservative/Conservateur","Boucherville, Que./ Qc","Municipal Public Servant/Fonctionnaire municipal",3964,6.9,,
"Quebec/Québec","Longueuil--Saint-Hubert","24043","Simon King Green Party/Parti Vert","Longueuil, Que./ Qc","Engineer/Ingénieur",1599,2.8,,
"Quebec/Québec","Longueuil--Saint-Hubert","24043","Manon Girard People's Party - PPC/Parti populaire - PPC","Brossard, Que./ Qc","Manager/Gestionnaire",1358,2.4,,
"Quebec/Québec","Longueuil--Saint-Hubert","24043","Jacinthe Lafrenaye Pour l'Indépendance du Québec/Pour l'Indépendance du Québec","Saint-Philippe, Que./ Qc","Retired/À la retraite",252,.4,,
"Quebec/Québec","Louis-Hébert","24044","Joël Lightbound ** Liberal/Libéral","Québec, Que./ Qc","Parliamentarian/Parlementaire",22933,38.3,      6686,  11.2
"Quebec/Québec","Louis-Hébert","24044","Marc Dean Bloc Québécois/Bloc Québécois","Québec, Que./ Qc","Union Advisor/Conseiller syndical",16247,27.2,,
"Quebec/Québec","Louis-Hébert","24044","Gilles Lépine Conservative/Conservateur","Québec, Que./ Qc","Sports Manager/Gestionnaire en sport",14332,24,,
"Quebec/Québec","Louis-Hébert","24044","Hamid Nadji NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Québec, Que./ Qc","Real Estate Broker/Courtier immobilier",4337,7.3,,
"Quebec/Québec","Louis-Hébert","24044","Denis Blanchette Green Party/Parti Vert","Québec, Que./ Qc","Retired/À la retraite",1573,2.6,,
