Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Ontario","Milton","35057","Eleanor Hayward Green Party/Parti Vert","Hamilton, Ont.","Registered Massage Therapist/Massothérapeute autorisée",2769,4.6,,
"Ontario","Milton","35057","Percy Dastur People's Party/Parti populaire","Oakville, Ont.","Financial Advisor/Conseiller financier",613,1,,
"Ontario","Mississauga Centre/Mississauga-Centre","35058","Omar Alghabra ** Liberal/Libéral","Mississauga, Ont.","Engineer/Ingénieur",29974,55.8,     14100,  26.2
"Ontario","Mississauga Centre/Mississauga-Centre","35058","Milad Mikael Conservative/Conservateur","Mississauga, Ont.","Registered Immigration Consultant/Consultant autorisé en immigration",15874,29.5,,
"Ontario","Mississauga Centre/Mississauga-Centre","35058","Sarah Walji NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Mississauga, Ont.","Nurse/Infirmière",5173,9.6,,
"Ontario","Mississauga Centre/Mississauga-Centre","35058","Hugo Reinoso Green Party/Parti Vert","Mississauga, Ont.","Account Executive/Chargé de compte",1646,3.1,,
"Ontario","Mississauga Centre/Mississauga-Centre","35058","David Micalef People's Party/Parti populaire","Mississauga, Ont.","Engineer/Ingénieur",837,1.6,,
"Ontario","Mississauga Centre/Mississauga-Centre","35058","Greg Vezina Independent/Indépendant(e)","Mississauga, Ont.","Author/Inventor/Auteur-inventeur",252,.5,,
"Ontario","Mississauga East--Cooksville/Mississauga-Est--Cooksville","35059","Peter Fonseca ** Liberal/Libéral","Mississauga, Ont.","Parliamentarian/Parlementaire",27923,53.1,     10259,  19.5
"Ontario","Mississauga East--Cooksville/Mississauga-Est--Cooksville","35059","Wladyslaw Lizon Conservative/Conservateur","Mississauga, Ont.","Project Coordinator Consultant/Coordonnateur de projets consultant",17664,33.6,,
"Ontario","Mississauga East--Cooksville/Mississauga-Est--Cooksville","35059","Tom Takacs NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Woodbridge, Ont.","Master Electrican/Maître-électricien",4643,8.8,,
"Ontario","Mississauga East--Cooksville/Mississauga-Est--Cooksville","35059","Maha Rasheed Green Party/Parti Vert","Mississauga, Ont.","Human Resources/Ressources humaines",1578,3,,
"Ontario","Mississauga East--Cooksville/Mississauga-Est--Cooksville","35059","Syed Rizvi People's Party/Parti populaire","Mississauga, Ont.","Realtor/Courtier immobilier",637,1.2,,
"Ontario","Mississauga East--Cooksville/Mississauga-Est--Cooksville","35059","Anna Di Carlo ML/ML","Toronto, Ont.","Relocation Councilor/Conseillère en relocalisation",178,.3,,
"Ontario","Mississauga--Erin Mills","35060","Iqra Khalid ** Liberal/Libéral","Mississauga, Ont.","Parliamentarian/Parlementaire",31181,53.5,     12131,  20.8
"Ontario","Mississauga--Erin Mills","35060","Hani Tawfilis Conservative/Conservateur","Mississauga, Ont.","Pharmacist / Business Owner/Pharmacien et propriétaire d'entreprise",19050,32.7,,
"Ontario","Mississauga--Erin Mills","35060","Salman Tariq NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Mississauga, Ont.","Self-employed, Student Recruitment/Travailleur indépendant, recrutement d'étudiants",5236,9,,
"Ontario","Mississauga--Erin Mills","35060","Remo Boscarino-Gaetano Green Party/Parti Vert","Mississauga, Ont.","Student/Étudiant",2147,3.7,,
"Ontario","Mississauga--Erin Mills","35060","Hazar Alsabagh People's Party/Parti populaire","Mississauga, Ont.","Bilingual Implementation Manager/Gestionnaire de la mise en œuvre (bilingue)",648,1.1,,
"Ontario","Mississauga--Lakeshore","35061","Sven Spengemann ** Liberal/Libéral","Etobicoke, Ont.","Parliamentarian/Lawyer/Parlementaire et avocat",29526,48.4,      6786,  11.1
"Ontario","Mississauga--Lakeshore","35061","Stella Ambler Conservative/Conservateur","Mississauga, Ont.","Public Affairs Professional/Professionnelle des affaires publiques",22740,37.3,,
"Ontario","Mississauga--Lakeshore","35061","Adam Laughton NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Mississauga, Ont.","Student / Policy Advisor/Étudiant et conseiller en politiques",5103,8.4,,
"Ontario","Mississauga--Lakeshore","35061","Cynthia Trentelman Green Party/Parti Vert","Waterloo, Ont.","Claims Adjuster/Experte en sinistres",2814,4.6,,
"Ontario","Mississauga--Lakeshore","35061","Eugen Vizitiu People's Party/Parti populaire","Mississauga, Ont.","Senior Operations Analyst/Analyste principal des opérations",717,1.2,,
"Ontario","Mississauga--Lakeshore","35061","Carlton Darby UPC/UPC","Mississauga, Ont.","Accountant/Comptable",99,.2,,
"Ontario","Mississauga--Malton","35062","Navdeep Bains ** Liberal/Libéral","Mississauga, Ont.","Parliamentarian/Parlementaire",27890,57.5,     15362,  31.7
"Ontario","Mississauga--Malton","35062","Tom Varughese Conservative/Conservateur","Mississauga, Ont.","Business Owner/Propriétaire d'entreprise",12528,25.8,,
"Ontario","Mississauga--Malton","35062","Nikki Clarke NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Etobicoke, Ont.","Television Host/Animatrice à la télévision",6103,12.6,,
"Ontario","Mississauga--Malton","35062","Christina Porter Green Party/Parti Vert","Mississauga, Ont.","Data Analyst/Analyste de données",1251,2.6,,
"Ontario","Mississauga--Malton","35062","Tahir Gora People's Party/Parti populaire","Burlington, Ont.","Journalist/Journaliste",369,.8,,
"Ontario","Mississauga--Malton","35062","Prudence Buchanan UPC/UPC","Brampton, Ont.","Physician/Médecin",306,.6,,
"Ontario","Mississauga--Malton","35062","Frank Chilelli ML/ML","Vaughan, Ont.","Teacher/Enseignant",90,.2,,
"Ontario","Mississauga--Streetsville","35063","Gagan Sikand ** Liberal/Libéral","Mississauga, Ont.","Parliamentarian/Parlementaire",29618,50.4,     10144,  17.3
"Ontario","Mississauga--Streetsville","35063","Ghada Melek Conservative/Conservateur","Mississauga, Ont.","Consultant/Consultante",19474,33.1,,
"Ontario","Mississauga--Streetsville","35063","Samir Girguis NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Mississauga, Ont.","Registered Psychotherapy/Psychothérapie autorisée",6036,10.3,,
"Ontario","Mississauga--Streetsville","35063","Chris Hill Green Party/Parti Vert","Mississauga, Ont.","Public Service Administration/Administration dans la fonction publique",2688,4.6,,
"Ontario","Mississauga--Streetsville","35063","Thomas McIver People's Party/Parti populaire","Mississauga, Ont.","Student/Étudiant",706,1.2,,
"Ontario","Mississauga--Streetsville","35063","Natalie Spizzirri Animal Protection Party/Parti Protection Animaux","Mississauga, Ont.","Registered Nurse/Infirmière autorisée",243,.4,,
"Ontario","Nepean","35064","Chandra Arya ** Liberal/Libéral","Ottawa, Ont.","Parliamentarian/Parlementaire",31933,45.9,      8613,  12.4
"Ontario","Nepean","35064","Brian St. Louis Conservative/Conservateur","Ottawa, Ont.","Business Consultant/Conseiller en affaires",23320,33.5,,
"Ontario","Nepean","35064","Zaff Ansari NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ottawa, Ont.","Database Consultant/Consultant en base de données",9104,13.1,,
"Ontario","Nepean","35064","Jean-Luc Cooke Green Party/Parti Vert","Ottawa, Ont.","Information Technology Engineer/Ingénieur en informatique",4379,6.3,,
"Ontario","Nepean","35064","Azim Hooda People's Party/Parti populaire","Nepean, Ont.","Retired/Retraité",687,1,,
"Ontario","Nepean","35064","Dustan Wang Communist/Communiste","Nepean, Ont.","Student/Étudiant",160,.2,,
"Ontario","Newmarket--Aurora","35065","Tony Van Bynen Liberal/Libéral","Newmarket, Ont.","Retired/Retraité",26488,43.1,      3236,   5.3
"Ontario","Newmarket--Aurora","35065","Lois Brown Conservative/Conservateur","Newmarket, Ont.","Consultant/Consultante",23252,37.8,,
"Ontario","Newmarket--Aurora","35065","Yvonne Kelly NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Tottenham, Ont.","Social Worker/Travailleuse sociale",6576,10.7,,
"Ontario","Newmarket--Aurora","35065","Walter Bauer Green Party/Parti Vert","Aurora, Ont.","Engineer/Ingénieur",3551,5.8,,
"Ontario","Newmarket--Aurora","35065","Dorian Baxter PC Party/Parti PC","Newmarket, Ont.","Anglican Clergyman/Pasteur anglican",901,1.5,,
"Ontario","Newmarket--Aurora","35065","Andrew McCaughtrie People's Party/Parti populaire","Newmarket, Ont.","Woodworker/Menuisier",588,1,,
"Ontario","Newmarket--Aurora","35065","Laurie Goble Parti Rhinocéros Party/Parti Rhinocéros Party","Newmarket, Ont.","Veterinary Assistant/Assistante vétérinaire",104,.2,,
"Ontario","Niagara Centre/Niagara-Centre","35066","Vance Badawey ** Liberal/Libéral","Port Colborne, Ont.","Parliamentarian/Parlementaire",20292,35,      2305,   4.0
"Ontario","Niagara Centre/Niagara-Centre","35066","April Jeffs Conservative/Conservateur","Port Colborne, Ont.","Photographer/Photographe",17987,31,,
"Ontario","Niagara Centre/Niagara-Centre","35066","Malcolm Allen NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Fenwick, Ont.","Electrician/Électricien",15469,26.7,,
"Ontario","Niagara Centre/Niagara-Centre","35066","Michael Tomaino Green Party/Parti Vert","Port Colborne, Ont.","Pharmacist/Pharmacien",3054,5.3,,
"Ontario","Niagara Centre/Niagara-Centre","35066","Andrew Sainz-Nieto People's Party/Parti populaire","Tillsonburg, Ont.","Logistics Officer/Agent de la logistique",776,1.3,,
"Ontario","Niagara Centre/Niagara-Centre","35066","Nic Bylsma Christian Heritage Party/Parti de l'Héritage Chrétien","Welland, Ont.","Welder/Fitter/Soudeur et monteur",308,.5,,
"Ontario","Niagara Centre/Niagara-Centre","35066","Robert Walker ML/ML","Welland, Ont.","Teaching Assistant/Assistant à l'enseignement",77,.1,,
"Ontario","Niagara Falls","35067","Tony Baldinelli Conservative/Conservateur","Niagara Falls, Ont.","Sr. Manager, Communications/Cadre supérieur en communications",24751,35.5,      2061,   3.0
"Ontario","Niagara Falls","35067","Andrea Kaiser Liberal/Libéral","Queenston, Ont.","Director of Marketing/Directrice du marketing",22690,32.5,,
"Ontario","Niagara Falls","35067","Brian Barker NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Niagara Falls, Ont.","Teacher/Enseignant",12566,18,,
"Ontario","Niagara Falls","35067","Mike Strange Independent/Indépendant(e)","Niagara Falls, Ont.","Realtor/Courtier immobilier",4997,7.2,,
"Ontario","Niagara Falls","35067","Sandra O'Connor Green Party/Parti Vert","Niagara-on-the-Lake, Ont.","Retired/Retraitée",3404,4.9,,
"Ontario","Niagara Falls","35067","Alexander Taylor People's Party/Parti populaire","Niagara Falls, Ont.","Cashier Supervisor/Caissier superviseur",968,1.4,,
"Ontario","Niagara Falls","35067","Tricia O'Connor Christian Heritage Party/Parti de l'Héritage Chrétien","Queenston, Ont.","Teacher (Retired)/Enseignante retraitée",358,.5,,
"Ontario","Niagara West/Niagara-Ouest","35068","Dean Allison ** Conservative/Conservateur","Beamsville, Ont.","Parliamentarian/Parlementaire",24447,45.3,      7018,  13.0
"Ontario","Niagara West/Niagara-Ouest","35068","Ian Bingham Liberal/Libéral","Grimsby, Ont.","Lawyer/Avocat",17429,32.3,,
"Ontario","Niagara West/Niagara-Ouest","35068","Nameer Rahman NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Grimsby, Ont.","Policy Advisor/Conseiller en politiques",6540,12.1,,
"Ontario","Niagara West/Niagara-Ouest","35068","Terry Teather Green Party/Parti Vert","Jordan Station, Ont.","Retired/Retraité",3620,6.7,,
"Ontario","Niagara West/Niagara-Ouest","35068","Harold Jonker Christian Heritage Party/Parti de l'Héritage Chrétien","St. Anns, Ont.","Business Owner/Propriétaire d'entreprise",1019,1.9,,
"Ontario","Niagara West/Niagara-Ouest","35068","Miles Morton People's Party/Parti populaire","Hamilton, Ont.","Student/Étudiant",869,1.6,,
"Ontario","Nickel Belt","35069","Marc G Serré ** Liberal/Libéral","Verner, Ont.","Parliamentarian/Parlementaire",19046,39,      3390,   6.9
"Ontario","Nickel Belt","35069","Stef Paquette NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Hanmer, Ont.","Indigenous Cultural Education Facilitator/Facilitateur d'éducation culturelle autochtone",15656,32.1,,
"Ontario","Nickel Belt","35069","Aino Laamanen Conservative/Conservateur","Lively, Ont.","Retired Business Owner/Propriétaire d'entreprise à la retraite",10343,21.2,,
"Ontario","Nickel Belt","35069","Casey Lalonde Green Party/Parti Vert","Sudbury, Ont.","Bail Supervisor/Surveillante de liberté sous caution",2644,5.4,,
"Ontario","Nickel Belt","35069","Mikko Paavola People's Party/Parti populaire","Acme, Alta./ Alb.","Electrician/Électricien",1159,2.4,,
"Ontario","Nipissing--Timiskaming","35070","Anthony Rota ** Liberal/Libéral","North Bay, Ont.","Parliamentarian/Parlementaire",19352,40.5,      6368,  13.3
"Ontario","Nipissing--Timiskaming","35070","Jordy Carr Conservative/Conservateur","Callander, Ont.","Self-employed/Travailleuse indépendante",12984,27.2,,
"Ontario","Nipissing--Timiskaming","35070","Rob Boulet NDP-New Democratic Party/NPD-Nouveau Parti démocratique","North Bay, Ont.","IT Instructor / Support Technician/Enseignement et soutien informatique",9784,20.5,,
"Ontario","Nipissing--Timiskaming","35070","Alex Gomm Green Party/Parti Vert","North Bay, Ont.","English as a Second Language Teacher/Professeur d'anglais langue seconde",3111,6.5,,
"Ontario","Nipissing--Timiskaming","35070","Mark King People's Party/Parti populaire","North Bay, Ont.","Owner/Operator/Propriétaire-exploitant",2496,5.2,,
"Ontario","Northumberland--Peterborough South/Northumberland--Peterborough-Sud","35071","Philip Lawrence Conservative/Conservateur","Orono, Ont.","Financial Centre Manager/Directeur de centre financier",27385,39.7,      2408,   3.5
"Ontario","Northumberland--Peterborough South/Northumberland--Peterborough-Sud","35071","Kim Rudd ** Liberal/Libéral","Cobourg, Ont.","Parliamentarian/Parlementaire",24977,36.2,,
"Ontario","Northumberland--Peterborough South/Northumberland--Peterborough-Sud","35071","Mallory MacDonald NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Peterborough, Ont.","Registered Nurse/Infirmière autorisée",9615,13.9,,
"Ontario","Northumberland--Peterborough South/Northumberland--Peterborough-Sud","35071","Jeff Wheeldon Green Party/Parti Vert","Brighton, Ont.","Realtor/Courtier immobilier",5524,8,,
"Ontario","Northumberland--Peterborough South/Northumberland--Peterborough-Sud","35071","Frank Vaughan People's Party/Parti populaire","Codrington, Ont.","Self-employed, Market Gardener/Maraîcher indépendant",1460,2.1,,
"Ontario","Oakville","35072","Anita Anand Liberal/Libéral","Oakville, Ont.","Professor of Law/Professeure de droit",30265,46.3,      4704,   7.2
"Ontario","Oakville","35072","Terence Young Conservative/Conservateur","Oakville, Ont.","Communications Consultant/Consultant en communications",25561,39.1,,
"Ontario","Oakville","35072","Jerome Adamo NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Oakville, Ont.","Registered Early Childhood Educator/Éducateur de la petite enfance autorisé",4928,7.5,,
"Ontario","Oakville","35072","James Elwick Green Party/Parti Vert","Oakville, Ont.","Associate Professor/Professeur agrégé",3704,5.7,,
"Ontario","Oakville","35072","JD Meaney People's Party/Parti populaire","Oakville, Ont.","Hospitality Industry/Industrie hôtelière",798,1.2,,
"Ontario","Oakville","35072","Sushila Pereira Christian Heritage Party/Parti de l'Héritage Chrétien","Oakville, Ont.","Art Therapist/Art-thérapeute",145,.2,,
"Ontario","Oakville North--Burlington/Oakville-Nord--Burlington","35073","Pam Damoff ** Liberal/Libéral","Oakville, Ont.","Parliamentarian/Parlementaire",33597,48.3,      7113,  10.2
"Ontario","Oakville North--Burlington/Oakville-Nord--Burlington","35073","Sean Weir Conservative/Conservateur","Oakville, Ont.","Lawyer/Avocat",26484,38,,
"Ontario","Oakville North--Burlington/Oakville-Nord--Burlington","35073","Nicolas Dion NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Hamilton, Ont.","Sales Manager/Directeur des ventes",5866,8.4,,
"Ontario","Oakville North--Burlington/Oakville-Nord--Burlington","35073","Michael Houghton Green Party/Parti Vert","Burlington, Ont.","Teacher/Enseignant",2925,4.2,,
"Ontario","Oakville North--Burlington/Oakville-Nord--Burlington","35073","Gilbert Joseph Jubinville People's Party/Parti populaire","Oakville, Ont.","Certified Engineering Technician/Technicien agréé en ingénierie",751,1.1,,
"Ontario","Orléans","35076","Marie-France Lalonde Liberal/Libéral","Orléans, Ont.","Parliamentarian/Parlementaire",44183,54.3,     21199,  26.0
"Ontario","Orléans","35076","David Bertschi Conservative/Conservateur","Ottawa, Ont.","Lawyer/Avocat",22984,28.2,,
"Ontario","Orléans","35076","Jacqui Wiens NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ottawa, Ont.","Student/Étudiante",9428,11.6,,
"Ontario","Orléans","35076","Michelle Petersen Green Party/Parti Vert","Ottawa, Ont.","Psychotherapist/Psychothérapeute",3829,4.7,,
"Ontario","Orléans","35076","Roger Saint-Fleur People's Party/Parti populaire","Orléans, Ont.","Professor/Professeur",986,1.2,,
"Ontario","Oshawa","35074","Colin Carrie ** Conservative/Conservateur","Oshawa, Ont.","Parliamentarian/Parlementaire",24087,38.9,      6419,  10.4
"Ontario","Oshawa","35074","Shailene Panylo NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Oshawa, Ont.","Apprentice/Apprentie",17668,28.5,,
"Ontario","Oshawa","35074","Afroza Hossain Liberal/Libéral","Whitby, Ont.","Accountant/Comptable",15750,25.4,,
"Ontario","Oshawa","35074","Jovannah Ramsden Green Party/Parti Vert","Oshawa, Ont.","Legal Assistant/Assistante juridique",3151,5.1,,
"Ontario","Oshawa","35074","Eric Mackenzie People's Party/Parti populaire","Oshawa, Ont.","Student/Étudiant",1215,2,,
"Ontario","Oshawa","35074","Jeff Tomlinson Communist/Communiste","Oshawa, Ont.","Library Technician/Bibliotechnicien",112,.2,,
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Catherine McKenna ** Liberal/Libéral","Ottawa, Ont.","Parliamentarian/Parlementaire",38391,48.7,     15475,  19.6
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Emilie Taman NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ottawa, Ont.","Lawyer/Avocate",22916,29,,
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Carol Clemenhagen Conservative/Conservateur","Ottawa, Ont.","Retired Healthcare Executive/Cadre du secteur de la santé à la retraite",9920,12.6,,
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Angela Keller-Herzog Green Party/Parti Vert","Ottawa, Ont.","Bed and Breakfast Owner/Propriétaire d'un Bed and Breakfast",5837,7.4,,
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Merylee Sevilla People's Party/Parti populaire","Ottawa, Ont.","Public Servant - Human Resources Advisor/Fonctionnaire (conseillère en ressources humaines)",720,.9,,
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Coreen Corcoran Libertarian/Libertarien","Ottawa, Ont.","Senior Analyst/Analyste principale",360,.5,,
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Shelby Bertrand Animal Protection Party/Parti Protection Animaux","Ottawa, Ont.","Teaching Assistant/Assistante à l'enseignement",207,.3,,
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Marie-Chantal Leriche Christian Heritage Party/Parti de l'Héritage Chrétien","Ottawa, Ont.","Student/Étudiante",198,.3,,
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Chris G Jones Independent/Indépendant(e)","Ottawa, Ont.","Consultant/Consultant",177,.2,,
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Stuart Ryan Communist/Communiste","Ottawa, Ont.","Retired Union Representative/Représentant syndical retraité",111,.1,,
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Giang Ha Thu Vo Independent/Indépendant(e)","Ottawa, Ont.","Retired Teacher/Enseignante retraitée",65,.1,,
"Ontario","Ottawa South/Ottawa-Sud","35077","David McGuinty ** Liberal/Libéral","Ottawa, Ont.","Parliamentarian/Parlementaire",34205,52.3,     18180,  27.8
"Ontario","Ottawa South/Ottawa-Sud","35077","Eli Tannis Conservative/Conservateur","Ottawa, Ont.","Businessman/Homme d'affaires",16025,24.5,,
"Ontario","Ottawa South/Ottawa-Sud","35077","Morgan Gay NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ottawa, Ont.","Negotiator/Négociateur",10457,16,,
"Ontario","Ottawa South/Ottawa-Sud","35077","Les Schram Green Party/Parti Vert","Ottawa, Ont.","Retired/Retraité",3645,5.6,,
"Ontario","Ottawa South/Ottawa-Sud","35077","Rodrigo André Bolaños People's Party/Parti populaire","Ottawa, Ont.","Entrepreneur/Entrepreneur",717,1.1,,
"Ontario","Ottawa South/Ottawa-Sud","35077","Ahmed Bouragba Independent/Indépendant(e)","Ottawa, Ont.","Teacher/Enseignant",141,.2,,
"Ontario","Ottawa South/Ottawa-Sud","35077","Larry Wasslen Communist/Communiste","Ottawa, Ont.","Retired/Retraité",99,.2,,
"Ontario","Ottawa South/Ottawa-Sud","35077","Sarmad Laith Independent/Indépendant(e)","Ottawa, Ont.","Consultant/Consultant",87,.1,,
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean","35079","Anita Vandenbeld ** Liberal/Libéral","Carlsbad Springs, Ont.","Parliamentarian/Parlementaire",28378,45.6,     11502,  18.5
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean","35079","Abdul Abdi Conservative/Conservateur","Ottawa, Ont.","Police Officer/Policier",16876,27.1,,
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean","35079","Angella MacEwen NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ottawa, Ont.","Economist/Économiste",11646,18.7,,
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean","35079","David Stibbe Green Party/Parti Vert","Ottawa, Ont.","Teacher/Enseignant",3894,6.3,,
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean","35079","Serge Guevorkian People's Party/Parti populaire","Saint-Laurent, Que./ Qc","Financial Advisor/Conseiller financier",839,1.3,,
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean","35079","Sean Mulligan Christian Heritage Party/Parti de l'Héritage Chrétien","Aylmer, Que./ Qc","Candidate, CHP/Candidat du PHC",351,.6,,
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean","35079","Vincent Cama Communist/Communiste","Ottawa, Ont.","Student/Étudiant",103,.2,,
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean","35079","Butch Moore No Affiliation/Aucune appartenance","Ottawa, Ont.","Security Guard/Agent de sécurité",71,.1,,
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean","35079","Nick Lin ML/ML","Ottawa, Ont.","Researcher/Chercheur",48,.1,,
"Ontario","Ottawa--Vanier","35078","Mona Fortier ** Liberal/Libéral","Ottawa, Ont.","Deputy/Députée",32679,51.2,     19163,  30.0
"Ontario","Ottawa--Vanier","35078","Stéphanie Mercier NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Gatineau, Que./ Qc","Nurse/Student/Infirmière et étudiante",13516,21.2,,
"Ontario","Ottawa--Vanier","35078","Joel E. Bernard Conservative/Conservateur","Ottawa, Ont.","Parliamentary Affairs Advisor/Conseiller aux affaires parlementaires",11118,17.4,,
"Ontario","Ottawa--Vanier","35078","Oriana Ngabirano Green Party/Parti Vert","Ottawa, Ont.","Public Relations/Relations publiques",4796,7.5,,
"Ontario","Ottawa--Vanier","35078","Paul Durst People's Party/Parti populaire","Ottawa, Ont.","Public Servant/Fonctionnaire",1064,1.7,,
"Ontario","Ottawa--Vanier","35078","Derek Miller Parti Rhinocéros Party/Parti Rhinocéros Party","Ottawa, Ont.","Accountant/Comptable",229,.4,,
"Ontario","Ottawa--Vanier","35078","Joel Altman Independent/Indépendant(e)","Ottawa, Ont.","Consultant/Consultant",211,.3,,
"Ontario","Ottawa--Vanier","35078","Michelle Paquette Communist/Communiste","Ottawa, Ont.","Library Worker/Employée de bibliothèque",115,.2,,
"Ontario","Ottawa--Vanier","35078","Daniel James McHugh Independent/Indépendant(e)","Ottawa, Ont.","Construction Worker/Travailleur de la construction",94,.1,,
"Ontario","Ottawa--Vanier","35078","Christian Legeais ML/ML","Gatineau, Que./ Qc","Documentalist/Documentaliste",59,.1,,
"Ontario","Oxford","35080","Dave MacKenzie ** Conservative/Conservateur","Woodstock, Ont.","Parliamentarian/Parlementaire",29310,48.1,     17004,  27.9
"Ontario","Oxford","35080","Matthew Chambers NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ingersoll, Ont.","Line Cook/Cuisinier à la chaîne",12306,20.2,,
"Ontario","Oxford","35080","Brendan Knight Liberal/Libéral","Stratford, Ont.","Postal Worker/Travailleur des postes",11745,19.3,,
"Ontario","Oxford","35080","Lisa Birtch-Carriere Green Party/Parti Vert","London, Ont.","Dog Walker / Petsitter/Promeneuse de chiens et gardienne d'animaux",4770,7.8,,
"Ontario","Oxford","35080","Wendy Martin People's Party/Parti populaire","Norwich, Ont.","Office Manager/Chef de bureau",1774,2.9,,
"Ontario","Oxford","35080","Melody Aldred Christian Heritage Party/Parti de l'Héritage Chrétien","Thorndale, Ont.","Homemaker/Personne au foyer",986,1.6,,
"Ontario","Parkdale--High Park","35081","Arif Virani ** Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",28852,47.4,      9672,  15.9
"Ontario","Parkdale--High Park","35081","Paul Taylor NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Leader of a Nonprofit/Leader d'organisme à but non lucratif",19180,31.5,,
"Ontario","Parkdale--High Park","35081","Adam Pham Conservative/Conservateur","Toronto, Ont.","Real Estate Broker/Courtier immobilier",8015,13.2,,
"Ontario","Parkdale--High Park","35081","Nick Capra Green Party/Parti Vert","Toronto, Ont.","Business Owner/Propriétaire d'entreprise",3916,6.4,,
"Ontario","Parkdale--High Park","35081","Greg Wycliffe People's Party/Parti populaire","Toronto, Ont.","Director/Directeur",643,1.1,,
"Ontario","Parkdale--High Park","35081","Terry Parker Radical Marijuana/Radical Marijuana","Toronto, Ont.","Marijuana Activist/Militant pour la marijuana",119,.2,,
"Ontario","Parkdale--High Park","35081","Alykhan Pabani Communist/Communiste","Toronto, Ont.","Musician/Musicien",119,.2,,
"Ontario","Parkdale--High Park","35081","Lorne Gershuny ML/ML","Toronto, Ont.","Lawyer/Avocat",43,.1,,
"Ontario","Parry Sound--Muskoka","35082","Scott Aitchison Conservative/Conservateur","Huntsville, Ont.","Real Estate Agent / Mayor/Agent immobilier et maire",22845,41.8,      6230,  11.4
"Ontario","Parry Sound--Muskoka","35082","Trisha Cowie Liberal/Libéral","Port Carling, Ont.","Lawyer/Avocate",16615,30.4,,
"Ontario","Parry Sound--Muskoka","35082","Gord Miller Green Party/Parti Vert","North Bay, Ont.","Consultant/Consultant",8409,15.4,,
"Ontario","Parry Sound--Muskoka","35082","Tom Young NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Bracebridge, Ont.","Public Works Superintendent/Directeur des travaux publics",6417,11.7,,
"Ontario","Parry Sound--Muskoka","35082","Daniel Predie Jr Independent/Indépendant(e)","Parry Sound, Ont.","Gas Technician/Technicien gazier",377,.7,,
"Ontario","Perth--Wellington","35083","John Nater ** Conservative/Conservateur","Mitchell, Ont.","Parliamentarian/Parlementaire",25622,46.3,     10620,  19.2
"Ontario","Perth--Wellington","35083","Pirie Mitchell Liberal/Libéral","St. Marys, Ont.","Retired from Clergy/Retraité du clergé",15002,27.1,,
